"App name","Date","Time","Duration"
"WhatsApp","14/11/2018","11:21:40 am","0:00:00"
"Security","14/11/2018","11:21:38 am","0:00:01"
"System launcher","14/11/2018","11:21:26 am","0:00:13"
"System UI","14/11/2018","11:21:25 am","0:00:01"
"System launcher","14/11/2018","11:14:22 am","0:07:03"
"System UI","14/11/2018","11:14:21 am","0:00:01"
"System launcher","14/11/2018","11:14:21 am","0:00:00"
"Snapchat","14/11/2018","11:12:47 am","0:01:34"
"System UI","14/11/2018","11:12:46 am","0:00:01"
"System launcher","14/11/2018","11:12:45 am","0:00:01"
"Snapchat","14/11/2018","11:09:30 am","0:03:15"
"Security","14/11/2018","11:09:27 am","0:00:03"
"System launcher","14/11/2018","11:09:21 am","0:00:06"
"Screen on (unlocked)","14/11/2018","11:09:20 am","0:00:01"
"Screen off (locked)","14/11/2018","11:09:17 am","0:00:03"
"System launcher","14/11/2018","11:09:16 am","0:00:01"
"Snapchat","14/11/2018","11:09:03 am","0:00:13"
"Security","14/11/2018","11:09:02 am","0:00:01"
"System launcher","14/11/2018","11:08:59 am","0:00:03"
"System UI","14/11/2018","11:08:58 am","0:00:01"
"System launcher","14/11/2018","11:08:16 am","0:00:41"
"System UI","14/11/2018","11:08:13 am","0:00:03"
"System launcher","14/11/2018","11:08:12 am","0:00:01"
"Clash Royale","14/11/2018","11:07:55 am","0:00:17"
"System UI","14/11/2018","11:07:54 am","0:00:01"
"Browser","14/11/2018","11:07:53 am","0:00:01"
"System launcher","14/11/2018","11:07:52 am","0:00:01"
"Clash Royale","14/11/2018","11:07:33 am","0:00:19"
"System launcher","14/11/2018","11:06:36 am","0:00:57"
"WhatsApp","14/11/2018","11:05:24 am","0:01:11"
"Security","14/11/2018","11:05:23 am","0:00:01"
"System launcher","14/11/2018","11:05:22 am","0:00:01"
"Instagram","14/11/2018","11:04:48 am","0:00:34"
"Security","14/11/2018","11:04:47 am","0:00:01"
"System launcher","14/11/2018","11:04:45 am","0:00:02"
"Screen on (unlocked)","14/11/2018","11:04:44 am","0:00:01"
"Screen off (locked)","14/11/2018","11:03:23 am","0:01:22"
"System launcher","14/11/2018","11:03:19 am","0:00:04"
"System UI","14/11/2018","11:03:18 am","0:00:01"
"System launcher","14/11/2018","11:03:17 am","0:00:01"
"Instagram","14/11/2018","11:03:03 am","0:00:14"
"System launcher","14/11/2018","11:02:50 am","0:00:13"
"System UI","14/11/2018","11:02:48 am","0:00:02"
"System launcher","14/11/2018","11:02:47 am","0:00:00"
"Snapchat","14/11/2018","11:01:06 am","0:01:41"
"Security","14/11/2018","11:01:01 am","0:00:05"
"System launcher","14/11/2018","11:00:59 am","0:00:02"
"Instagram","14/11/2018","11:00:03 am","0:00:56"
"Security","14/11/2018","11:00:03 am","0:00:01"
"System launcher","14/11/2018","10:59:53 am","0:00:10"
"Screen on (unlocked)","14/11/2018","10:59:52 am","0:00:01"
"Screen off (locked)","14/11/2018","10:58:15 am","0:01:37"
"System launcher","14/11/2018","10:58:12 am","0:00:03"
"System UI","14/11/2018","10:58:10 am","0:00:02"
"System launcher","14/11/2018","10:58:10 am","0:00:00"
"DAWebmail","14/11/2018","10:58:03 am","0:00:07"
"Security","14/11/2018","10:58:02 am","0:00:01"
"System launcher","14/11/2018","10:57:58 am","0:00:04"
"System UI","14/11/2018","10:57:55 am","0:00:03"
"System launcher","14/11/2018","10:57:55 am","0:00:00"
"Snapchat","14/11/2018","10:56:06 am","0:01:49"
"Security","14/11/2018","10:56:05 am","0:00:01"
"System launcher","14/11/2018","10:55:13 am","0:00:52"
"Screen on (unlocked)","14/11/2018","10:55:12 am","0:00:01"
"Screen off (locked)","14/11/2018","10:52:10 am","0:03:03"
"System launcher","14/11/2018","10:52:08 am","0:00:01"
