"App name","Date","Time","Duration"
"App Usage","11/13/18","7:29:19 PM","0:00:00"
"Gmail","11/13/18","7:29:03 PM","0:00:16"
"App Usage","11/13/18","7:28:08 PM","0:00:51"
"OnePlus Launcher","11/13/18","7:28:03 PM","0:00:05"
"WhatsApp","11/13/18","7:27:59 PM","0:00:04"
"Gmail","11/13/18","7:27:57 PM","0:00:02"
"WhatsApp","11/13/18","7:27:55 PM","0:00:02"
"OnePlus Launcher","11/13/18","7:27:53 PM","0:00:01"
"WhatsApp","11/13/18","7:27:52 PM","0:00:01"
"Screen on (unlocked)","11/13/18","7:27:52 PM","0:00:00"
"Screen on (locked)","11/13/18","7:27:52 PM","0:00:00"
"Screen off (locked)","11/13/18","7:23:22 PM","0:04:30"
"Screen on (locked)","11/13/18","7:23:20 PM","0:00:02"
"Screen off (locked)","11/13/18","7:22:47 PM","0:00:33"
"WhatsApp","11/13/18","7:22:42 PM","0:00:05"
"OnePlus Launcher","11/13/18","7:22:40 PM","0:00:02"
"Chrome","11/13/18","7:22:39 PM","0:00:01"
"OnePlus Launcher","11/13/18","7:22:38 PM","0:00:01"
"Drive","11/13/18","7:22:38 PM","0:00:01"
"OnePlus Launcher","11/13/18","7:22:37 PM","0:00:01"
"Chrome","11/13/18","7:22:35 PM","0:00:01"
"Screen on (unlocked)","11/13/18","7:22:35 PM","0:00:00"
"Screen on (locked)","11/13/18","7:22:34 PM","0:00:01"
"Screen off (locked)","11/13/18","7:19:37 PM","0:02:57"
"Chrome","11/13/18","7:19:21 PM","0:00:16"
"Screen on (unlocked)","11/13/18","7:19:20 PM","0:00:01"
"Screen off","11/13/18","7:19:20 PM","0:00:00"
"Screen off (locked)","11/13/18","7:16:58 PM","0:02:23"
"OnePlus Launcher","11/13/18","7:16:51 PM","0:00:07"
"Drive","11/13/18","7:16:23 PM","0:00:28"
"File Manager","11/13/18","7:16:16 PM","0:00:07"
"Files","11/13/18","7:16:14 PM","0:00:02"
"Drive","11/13/18","7:16:11 PM","0:00:03"
"File Manager","11/13/18","7:16:05 PM","0:00:06"
"Files","11/13/18","7:16:04 PM","0:00:01"
"Drive","11/13/18","7:16:00 PM","0:00:04"
"File Manager","11/13/18","7:15:56 PM","0:00:04"
"Files","11/13/18","7:15:54 PM","0:00:01"
"Drive","11/13/18","7:15:51 PM","0:00:03"
