"App name","Date","Time","Duration"
"App Usage","14/11/2018","3:26:59 pm","0:00:00"
"WhatsApp","14/11/2018","3:26:55 pm","0:00:04"
"WhatsApp","14/11/2018","3:26:31 pm","0:00:23"
"YouTube","14/11/2018","3:25:10 pm","0:01:21"
"WhatsApp","14/11/2018","3:24:57 pm","0:00:13"
"App Usage","14/11/2018","3:24:23 pm","0:00:34"
"System UI","14/11/2018","3:24:22 pm","0:00:01"
"Cyberoam iAccess","14/11/2018","3:24:19 pm","0:00:03"
"System launcher","14/11/2018","3:24:18 pm","0:00:01"
"App Usage","14/11/2018","3:23:32 pm","0:00:46"
"System launcher","14/11/2018","3:23:29 pm","0:00:03"
"WhatsApp","14/11/2018","3:22:02 pm","0:01:26"
"Security","14/11/2018","3:22:01 pm","0:00:01"
"System launcher","14/11/2018","3:21:59 pm","0:00:02"
"Screen on (unlocked)","14/11/2018","3:21:58 pm","0:00:01"
"Screen off (locked)","14/11/2018","3:08:15 pm","0:13:43"
"System launcher","14/11/2018","3:08:12 pm","0:00:03"
"Screen on (unlocked)","14/11/2018","3:08:11 pm","0:00:01"
"Screen off (locked)","14/11/2018","2:45:08 pm","0:23:03"
"System launcher","14/11/2018","2:45:05 pm","0:00:03"
"System UI","14/11/2018","2:45:03 pm","0:00:02"
"System launcher","14/11/2018","2:45:03 pm","0:00:01"
"File Manager","14/11/2018","2:43:54 pm","0:01:09"
"Mi Drop","14/11/2018","2:43:52 pm","0:00:02"
"File Manager","14/11/2018","2:43:49 pm","0:00:02"
"Mi Account","14/11/2018","2:43:48 pm","0:00:01"
"System UI","14/11/2018","2:43:45 pm","0:00:03"
"Chrome","14/11/2018","2:43:42 pm","0:00:03"
"Mi Account","14/11/2018","2:43:29 pm","0:00:08"
"File Manager","14/11/2018","2:43:10 pm","0:00:19"
"Package installer","14/11/2018","2:43:06 pm","0:00:04"
"File Manager","14/11/2018","2:42:55 pm","0:00:11"
"Package installer","14/11/2018","2:42:49 pm","0:00:07"
"File Manager","14/11/2018","2:42:43 pm","0:00:06"
"System launcher","14/11/2018","2:42:33 pm","0:00:10"
"System UI","14/11/2018","2:42:31 pm","0:00:02"
"Browser","14/11/2018","2:42:30 pm","0:00:01"
"Package installer","14/11/2018","2:42:25 pm","0:00:05"
"Browser","14/11/2018","2:42:25 pm","0:00:01"
"System launcher","14/11/2018","2:42:18 pm","0:00:07"
"Settings","14/11/2018","2:42:09 pm","0:00:09"
"System UI","14/11/2018","2:42:08 pm","0:00:01"
"Settings","14/11/2018","2:42:07 pm","0:00:01"
"System launcher","14/11/2018","2:42:05 pm","0:00:02"
"System UI","14/11/2018","2:42:04 pm","0:00:01"
"System launcher","14/11/2018","2:42:04 pm","0:00:01"
"Gallery","14/11/2018","2:42:01 pm","0:00:03"
"System launcher","14/11/2018","2:41:57 pm","0:00:04"
"System UI","14/11/2018","2:41:56 pm","0:00:01"
"Messaging","14/11/2018","2:41:41 pm","0:00:14"
"Settings","14/11/2018","2:41:40 pm","0:00:01"
"Security","14/11/2018","2:41:39 pm","0:00:01"
"Settings","14/11/2018","2:41:37 pm","0:00:02"
"Recorder","14/11/2018","2:41:35 pm","0:00:02"
"Settings","14/11/2018","2:41:32 pm","0:00:03"
"Browser","14/11/2018","2:41:14 pm","0:00:17"
"Security","14/11/2018","2:41:03 pm","0:00:11"
"Package installer","14/11/2018","2:40:47 pm","0:00:16"
"Security","14/11/2018","2:40:36 pm","0:00:10"
"Settings","14/11/2018","2:40:36 pm","0:00:00"
"Browser","14/11/2018","2:40:27 pm","0:00:09"
"Settings","14/11/2018","2:40:16 pm","0:00:12"
"Browser","14/11/2018","2:40:15 pm","0:00:01"
"Security","14/11/2018","2:40:14 pm","0:00:01"
"Settings","14/11/2018","2:40:10 pm","0:00:03"
"Security","14/11/2018","2:39:40 pm","0:00:30"
"Settings","14/11/2018","2:39:40 pm","0:00:00"
"Browser","14/11/2018","2:39:22 pm","0:00:18"
"Security","14/11/2018","2:39:19 pm","0:00:04"
"Settings","14/11/2018","2:39:18 pm","0:00:00"
"Browser","14/11/2018","2:39:11 pm","0:00:07"
"Settings","14/11/2018","2:39:02 pm","0:00:09"
"Mi Account","14/11/2018","2:39:00 pm","0:00:02"
"Settings","14/11/2018","2:38:53 pm","0:00:07"
"System launcher","14/11/2018","2:38:51 pm","0:00:02"
"Settings","14/11/2018","2:38:40 pm","0:00:11"
"System launcher","14/11/2018","2:38:37 pm","0:00:04"
"System UI","14/11/2018","2:38:35 pm","0:00:02"
"Browser","14/11/2018","2:38:31 pm","0:00:04"
"System launcher","14/11/2018","2:38:23 pm","0:00:08"
"Screen on (unlocked)","14/11/2018","2:38:22 pm","0:00:01"
"Screen off (locked)","14/11/2018","2:02:06 pm","0:36:16"
"System launcher","14/11/2018","2:02:03 pm","0:00:03"
"System UI","14/11/2018","2:02:02 pm","0:00:01"
"System launcher","14/11/2018","2:02:01 pm","0:00:01"
"System UI","14/11/2018","2:01:59 pm","0:00:02"
"System launcher","14/11/2018","2:01:58 pm","0:00:01"
"System UI","14/11/2018","2:01:57 pm","0:00:01"
"System launcher","14/11/2018","2:01:49 pm","0:00:08"
"System UI","14/11/2018","2:01:47 pm","0:00:01"
"System launcher","14/11/2018","2:01:44 pm","0:00:03"
"System UI","14/11/2018","2:01:43 pm","0:00:01"
"System launcher","14/11/2018","2:01:43 pm","0:00:01"
"File Manager","14/11/2018","2:01:31 pm","0:00:12"
"Gallery","14/11/2018","2:00:56 pm","0:00:35"
"File Manager","14/11/2018","2:00:52 pm","0:00:04"
"System launcher","14/11/2018","2:00:45 pm","0:00:07"
"Screen on (unlocked)","14/11/2018","2:00:44 pm","0:00:01"
"Screen off (locked)","14/11/2018","12:42:01 pm","1:18:44"
"System launcher","14/11/2018","12:41:57 pm","0:00:04"
"System UI","14/11/2018","12:41:56 pm","0:00:01"
"System launcher","14/11/2018","12:41:56 pm","0:00:00"
"Cyberoam iAccess","14/11/2018","12:41:54 pm","0:00:02"
"System UI","14/11/2018","12:41:52 pm","0:00:01"
"System launcher","14/11/2018","12:41:52 pm","0:00:01"
"YouTube","14/11/2018","12:41:45 pm","0:00:07"
"System UI","14/11/2018","12:41:44 pm","0:00:01"
"Cyberoam iAccess","14/11/2018","12:41:42 pm","0:00:02"
"YouTube","14/11/2018","12:30:53 pm","0:10:49"
"System launcher","14/11/2018","12:30:51 pm","0:00:03"
"System UI","14/11/2018","12:30:49 pm","0:00:02"
"Gmail","14/11/2018","12:30:41 pm","0:00:09"
"System launcher","14/11/2018","12:30:36 pm","0:00:05"
"System UI","14/11/2018","12:30:35 pm","0:00:01"
"System launcher","14/11/2018","12:30:34 pm","0:00:01"
"inshorts","14/11/2018","12:30:11 pm","0:00:23"
"System launcher","14/11/2018","12:30:09 pm","0:00:02"
"System UI","14/11/2018","12:30:06 pm","0:00:03"
"System launcher","14/11/2018","12:30:05 pm","0:00:01"
"WhatsApp","14/11/2018","12:29:39 pm","0:00:26"
"Security","14/11/2018","12:29:38 pm","0:00:01"
"System launcher","14/11/2018","12:29:37 pm","0:00:01"
"Cyberoam iAccess","14/11/2018","12:29:34 pm","0:00:03"
"System launcher","14/11/2018","12:29:32 pm","0:00:02"
"Screen on (unlocked)","14/11/2018","12:29:31 pm","0:00:01"
"Screen off (locked)","14/11/2018","12:28:16 pm","0:01:15"
"System launcher","14/11/2018","12:28:14 pm","0:00:02"
"Calendar","14/11/2018","12:27:17 pm","0:00:57"
"Package installer","14/11/2018","12:27:16 pm","0:00:01"
"Calendar","14/11/2018","12:27:16 pm","0:00:00"
"System launcher","14/11/2018","12:27:15 pm","0:00:01"
"Calendar","14/11/2018","12:27:15 pm","0:00:00"
"Package installer","14/11/2018","12:27:13 pm","0:00:02"
"Calendar","14/11/2018","12:27:13 pm","0:00:00"
"System launcher","14/11/2018","12:26:57 pm","0:00:16"
"Gallery","14/11/2018","12:26:55 pm","0:00:02"
"System launcher","14/11/2018","12:26:49 pm","0:00:05"
"System UI","14/11/2018","12:26:49 pm","0:00:01"
"System launcher","14/11/2018","12:26:42 pm","0:00:07"
"Screen on (unlocked)","14/11/2018","12:26:41 pm","0:00:01"
"Screen off (locked)","14/11/2018","11:50:57 am","0:35:44"
"System launcher","14/11/2018","11:50:54 am","0:00:03"
"System UI","14/11/2018","11:50:53 am","0:00:01"
"Cyberoam iAccess","14/11/2018","11:50:50 am","0:00:02"
"System UI","14/11/2018","11:50:46 am","0:00:04"
"Paytm","14/11/2018","11:49:29 am","0:01:18"
"System UI","14/11/2018","11:49:28 am","0:00:01"
"Chrome","14/11/2018","11:49:04 am","0:00:24"
"System UI","14/11/2018","11:49:01 am","0:00:03"
"Paytm","14/11/2018","11:48:43 am","0:00:18"
"System UI","14/11/2018","11:48:41 am","0:00:01"
"Cyberoam iAccess","14/11/2018","11:48:38 am","0:00:04"
"Paytm","14/11/2018","11:48:20 am","0:00:18"
"System UI","14/11/2018","11:48:18 am","0:00:01"
"Chrome","14/11/2018","11:46:42 am","0:01:37"
"System UI","14/11/2018","11:46:41 am","0:00:01"
"Paytm","14/11/2018","11:44:57 am","0:01:44"
"Chrome","14/11/2018","11:43:43 am","0:01:14"
"System launcher","14/11/2018","11:43:32 am","0:00:11"
"System UI","14/11/2018","11:43:30 am","0:00:02"
"Paytm","14/11/2018","11:40:46 am","0:02:43"
"System launcher","14/11/2018","11:40:45 am","0:00:01"
"System UI","14/11/2018","11:40:43 am","0:00:02"
"System launcher","14/11/2018","11:40:42 am","0:00:01"
"inshorts","14/11/2018","11:37:38 am","0:03:04"
"System UI","14/11/2018","11:37:37 am","0:00:01"
"Cyberoam iAccess","14/11/2018","11:37:34 am","0:00:03"
"inshorts","14/11/2018","11:32:10 am","0:05:24"
"System launcher","14/11/2018","11:32:08 am","0:00:02"
"Word","14/11/2018","11:26:36 am","0:05:33"
"WhatsApp","14/11/2018","11:26:02 am","0:00:33"
"Word","14/11/2018","11:25:37 am","0:00:24"
"WhatsApp","14/11/2018","11:25:34 am","0:00:02"
"Word","14/11/2018","11:23:51 am","0:01:44"
"WhatsApp","14/11/2018","11:22:35 am","0:01:15"
"Security","14/11/2018","11:22:34 am","0:00:01"
"System UI","14/11/2018","11:22:32 am","0:00:02"
"Cyberoam iAccess","14/11/2018","11:22:29 am","0:00:03"
"Security","14/11/2018","11:22:26 am","0:00:03"
"WhatsApp","14/11/2018","11:22:26 am","0:00:00"
"Word","14/11/2018","11:20:33 am","0:01:53"
"Screen on (unlocked)","14/11/2018","11:20:32 am","0:00:01"
"Screen off (locked)","14/11/2018","11:15:17 am","0:05:16"
"Word","14/11/2018","11:13:07 am","0:02:09"
"WhatsApp","14/11/2018","11:12:22 am","0:00:43"
"System launcher","14/11/2018","11:12:20 am","0:00:02"
"System UI","14/11/2018","11:12:16 am","0:00:04"
"System launcher","14/11/2018","11:12:15 am","0:00:01"
"WhatsApp","14/11/2018","11:11:11 am","0:01:05"
"Security","14/11/2018","11:11:09 am","0:00:02"
"System launcher","14/11/2018","11:11:07 am","0:00:03"
"Cyberoam iAccess","14/11/2018","11:11:04 am","0:00:03"
"System launcher","14/11/2018","11:11:03 am","0:00:01"
"Instagram","14/11/2018","11:09:33 am","0:01:30"
"System launcher","14/11/2018","11:09:31 am","0:00:02"
"Instagram","14/11/2018","11:09:28 am","0:00:03"
"Screen on (unlocked)","14/11/2018","11:09:27 am","0:00:01"
"Screen off (locked)","14/11/2018","11:09:13 am","0:00:14"
"Instagram","14/11/2018","11:08:39 am","0:00:35"
"Screen on (unlocked)","14/11/2018","11:08:38 am","0:00:01"
"Screen off (locked)","14/11/2018","11:06:59 am","0:01:39"
"Instagram","14/11/2018","10:59:56 am","0:07:03"
"DAWebmail","14/11/2018","10:59:35 am","0:00:20"
"System launcher","14/11/2018","10:59:34 am","0:00:01"
"Instagram","14/11/2018","10:59:28 am","0:00:06"
"System launcher","14/11/2018","10:59:27 am","0:00:02"
"Cyberoam iAccess","14/11/2018","10:59:24 am","0:00:02"
"System launcher","14/11/2018","10:59:21 am","0:00:03"
"Screen on (unlocked)","14/11/2018","10:59:21 am","0:00:01"
"Screen off (locked)","14/11/2018","10:52:32 am","0:06:49"
"System launcher","14/11/2018","10:52:26 am","0:00:05"
"Screen on (unlocked)","14/11/2018","10:52:26 am","0:00:01"
"Screen off (locked)","14/11/2018","10:37:56 am","0:14:29"
"System launcher","14/11/2018","10:37:52 am","0:00:04"
"WhatsApp","14/11/2018","10:37:33 am","0:00:19"
"Security","14/11/2018","10:37:30 am","0:00:04"
"Screen on (unlocked)","14/11/2018","10:37:29 am","0:00:01"
"Screen off (locked)","14/11/2018","10:01:11 am","0:36:18"
"Security","14/11/2018","10:01:11 am","0:00:00"
"WhatsApp","14/11/2018","10:00:48 am","0:00:23"
"Security","14/11/2018","10:00:46 am","0:00:02"
"System launcher","14/11/2018","10:00:45 am","0:00:01"
"Cyberoam iAccess","14/11/2018","10:00:33 am","0:00:12"
"System launcher","14/11/2018","10:00:27 am","0:00:06"
"Screen on (unlocked)","14/11/2018","10:00:26 am","0:00:01"
"Screen off (locked)","14/11/2018","10:00:25 am","0:00:01"
"System launcher","14/11/2018","10:00:25 am","0:00:00"
"Clock","14/11/2018","10:00:00 am","0:00:25"
"Screen on (unlocked)","14/11/2018","9:59:59 am","0:00:01"
"Screen off (locked)","14/11/2018","9:55:56 am","0:04:04"
"System launcher","14/11/2018","9:55:54 am","0:00:02"
"Screen on (unlocked)","14/11/2018","9:55:54 am","0:00:01"
"Screen off (locked)","14/11/2018","9:55:47 am","0:00:07"
"System launcher","14/11/2018","9:55:47 am","0:00:00"
"InCallUI","14/11/2018","9:55:33 am","0:00:13"
"Screen on (unlocked)","14/11/2018","9:55:33 am","0:00:01"
"Screen off (locked)","14/11/2018","9:50:20 am","0:05:13"
"System launcher","14/11/2018","9:50:16 am","0:00:03"
"Screen on (unlocked)","14/11/2018","9:50:16 am","0:00:01"
"Screen off (locked)","14/11/2018","9:50:15 am","0:00:01"
"System launcher","14/11/2018","9:50:15 am","0:00:00"
"Clock","14/11/2018","9:50:00 am","0:00:15"
"Screen on (unlocked)","14/11/2018","9:50:00 am","0:00:01"
"Screen off (locked)","14/11/2018","8:51:29 am","0:58:31"
"System launcher","14/11/2018","8:50:28 am","0:01:01"
"Clock","14/11/2018","8:50:23 am","0:00:05"
"System launcher","14/11/2018","8:50:11 am","0:00:12"
"Google","14/11/2018","8:50:10 am","0:00:01"
"Clock","14/11/2018","8:50:00 am","0:00:10"
"Google","14/11/2018","8:45:23 am","0:04:36"
"System launcher","14/11/2018","8:45:17 am","0:00:06"
"System UI","14/11/2018","8:45:15 am","0:00:02"
"System launcher","14/11/2018","8:45:14 am","0:00:01"
"Screen on (unlocked)","14/11/2018","8:45:13 am","0:00:01"
"Screen off (locked)","14/11/2018","8:45:12 am","0:00:01"
"System launcher","14/11/2018","8:45:12 am","0:00:00"
"Clock","14/11/2018","8:45:01 am","0:00:12"
"Screen on (unlocked)","14/11/2018","8:45:00 am","0:00:01"
"Screen off (locked)","14/11/2018","8:40:23 am","0:04:37"
"System launcher","14/11/2018","8:40:23 am","0:00:00"
"Clock","14/11/2018","8:40:01 am","0:00:23"
"Screen on (unlocked)","14/11/2018","8:40:00 am","0:00:01"
"Screen off (locked)","14/11/2018","8:30:18 am","0:09:42"
"System launcher","14/11/2018","8:30:18 am","0:00:00"
"Clock","14/11/2018","8:30:00 am","0:00:18"
"Screen on (unlocked)","14/11/2018","8:30:00 am","0:00:01"
"Screen off (locked)","14/11/2018","7:41:41 am","0:48:19"
"System launcher","14/11/2018","7:41:35 am","0:00:06"
"Clock","14/11/2018","7:41:21 am","0:00:14"
"System launcher","14/11/2018","7:41:17 am","0:00:04"
"Screen on (unlocked)","14/11/2018","7:41:16 am","0:00:01"
"Screen off (locked)","14/11/2018","7:41:13 am","0:00:04"
"System launcher","14/11/2018","7:40:58 am","0:00:15"
"Screen on (unlocked)","14/11/2018","7:40:57 am","0:00:01"
"Screen off (locked)","14/11/2018","7:40:55 am","0:00:02"
"System launcher","14/11/2018","7:40:40 am","0:00:15"
"Screen on (unlocked)","14/11/2018","7:40:39 am","0:00:01"
"Screen off (locked)","14/11/2018","7:40:36 am","0:00:03"
"System launcher","14/11/2018","7:40:36 am","0:00:00"
"Clock","14/11/2018","7:40:01 am","0:00:35"
"Screen on (unlocked)","14/11/2018","7:40:01 am","0:00:01"
"Screen off (locked)","14/11/2018","3:01:09 am","4:38:51"
"System launcher","14/11/2018","3:01:07 am","0:00:03"
"System UI","14/11/2018","3:01:04 am","0:00:03"
"Adobe Acrobat","14/11/2018","3:00:33 am","0:00:31"
"File Manager","14/11/2018","2:59:51 am","0:00:41"
"Excel","14/11/2018","2:58:43 am","0:01:08"
"File Manager","14/11/2018","2:58:04 am","0:00:37"
"Adobe Acrobat","14/11/2018","2:57:29 am","0:00:35"
"File Manager","14/11/2018","2:56:14 am","0:01:12"
"System launcher","14/11/2018","2:56:06 am","0:00:08"
"Clock","14/11/2018","2:55:56 am","0:00:10"
"System launcher","14/11/2018","2:55:53 am","0:00:03"
"System UI","14/11/2018","2:55:52 am","0:00:01"
"System launcher","14/11/2018","2:55:51 am","0:00:01"
"System UI","14/11/2018","2:55:49 am","0:00:01"
"System launcher","14/11/2018","2:55:49 am","0:00:01"
"System UI","14/11/2018","2:55:48 am","0:00:01"
"System launcher","14/11/2018","2:55:46 am","0:00:02"
"System UI","14/11/2018","2:55:45 am","0:00:01"
"System launcher","14/11/2018","2:55:40 am","0:00:05"
"Clock","14/11/2018","2:55:24 am","0:00:16"
"System launcher","14/11/2018","2:55:17 am","0:00:07"
"Screen on (unlocked)","14/11/2018","2:55:16 am","0:00:01"
"Screen off (locked)","14/11/2018","2:51:45 am","0:03:31"
"System launcher","14/11/2018","2:51:43 am","0:00:02"
"System UI","14/11/2018","2:51:40 am","0:00:03"
"System launcher","14/11/2018","2:51:40 am","0:00:00"
"Chrome","14/11/2018","2:51:38 am","0:00:02"
"System launcher","14/11/2018","2:51:36 am","0:00:02"
"YouTube","14/11/2018","2:42:42 am","0:08:54"
"System UI","14/11/2018","2:42:41 am","0:00:01"
"Cyberoam iAccess","14/11/2018","2:42:38 am","0:00:03"
"YouTube","14/11/2018","2:35:47 am","0:06:51"
"System launcher","14/11/2018","2:35:42 am","0:00:05"
"System UI","14/11/2018","2:35:40 am","0:00:02"
"System launcher","14/11/2018","2:35:39 am","0:00:01"
"WhatsApp","14/11/2018","2:34:00 am","0:01:39"
"Security","14/11/2018","2:33:59 am","0:00:01"
"System launcher","14/11/2018","2:33:34 am","0:00:25"
"Cyberoam iAccess","14/11/2018","2:33:31 am","0:00:03"
"Instagram","14/11/2018","2:21:30 am","0:12:01"
"System UI","14/11/2018","2:21:29 am","0:00:01"
"Cyberoam iAccess","14/11/2018","2:21:26 am","0:00:03"
"Instagram","14/11/2018","2:07:28 am","0:13:58"
"System launcher","14/11/2018","2:07:17 am","0:00:11"
"Cyberoam iAccess","14/11/2018","2:07:14 am","0:00:04"
"System launcher","14/11/2018","2:06:33 am","0:00:41"
"Screen on (unlocked)","14/11/2018","2:06:32 am","0:00:01"
"Screen off (locked)","13/11/2018","10:53:14 pm","3:13:18"
"System launcher","13/11/2018","10:53:06 pm","0:00:08"
"System UI","13/11/2018","10:53:05 pm","0:00:01"
"Cyberoam iAccess","13/11/2018","10:53:00 pm","0:00:05"
"System UI","13/11/2018","10:52:56 pm","0:00:04"
"inshorts","13/11/2018","10:45:46 pm","0:07:09"
"Screen on (unlocked)","13/11/2018","10:45:46 pm","0:00:01"
"Screen off (locked)","13/11/2018","10:45:44 pm","0:00:02"
"inshorts","13/11/2018","10:39:42 pm","0:06:02"
