"App name","Date","Time","Duration"
"Screen on (unlocked)","11/14/18","5:58:50 PM","0:00:00"
"App Usage","11/14/18","5:58:50 PM","0:00:00"
"Screen on (locked)","11/14/18","5:58:45 PM","0:00:05"
"Screen off","11/14/18","5:58:37 PM","0:00:08"
"App Usage","11/14/18","5:56:42 PM","0:01:56"
"Screen on (unlocked)","11/14/18","5:56:41 PM","0:00:01"
"Screen off","11/14/18","5:56:41 PM","0:00:00"
"Screen off (locked)","11/14/18","5:56:36 PM","0:00:05"
"Screen on (locked)","11/14/18","5:56:20 PM","0:00:16"
"Screen off","11/14/18","5:56:12 PM","0:00:08"
"App Usage","11/14/18","5:55:15 PM","0:00:57"
"Gmail","11/14/18","5:55:10 PM","0:00:05"
"App Usage","11/14/18","5:54:25 PM","0:00:45"
"Gmail","11/14/18","5:53:09 PM","0:01:16"
"App Usage","11/14/18","5:50:50 PM","0:02:17"
"Package installer","11/14/18","5:50:48 PM","0:00:02"
"App Usage","11/14/18","5:49:35 PM","0:01:13"
"Samsung Experience Home","11/14/18","5:49:32 PM","0:00:03"
"System UI","11/14/18","5:49:31 PM","0:00:01"
"Samsung Experience Home","11/14/18","5:49:30 PM","0:00:01"
"My Files","11/14/18","5:49:30 PM","0:00:01"
"Drive","11/14/18","5:49:27 PM","0:00:02"
"Screen on (unlocked)","11/14/18","5:49:27 PM","0:00:00"
"Screen on (locked)","11/14/18","5:49:22 PM","0:00:06"
"Screen off (locked)","11/14/18","5:41:34 PM","0:07:48"
"Drive","11/14/18","5:40:52 PM","0:00:42"
"My Files","11/14/18","5:40:45 PM","0:00:08"
"Samsung Experience Home","11/14/18","5:40:42 PM","0:00:03"
"Instagram","11/14/18","5:40:38 PM","0:00:04"
"Samsung Experience Home","11/14/18","5:40:36 PM","0:00:01"
"WhatsApp","11/14/18","5:40:19 PM","0:00:18"
"Chrome","11/14/18","5:39:45 PM","0:00:34"
"WhatsApp","11/14/18","5:39:29 PM","0:00:16"
"Samsung Experience Home","11/14/18","5:39:27 PM","0:00:01"
"Drive","11/14/18","5:38:33 PM","0:00:54"
"Screen on (unlocked)","11/14/18","5:38:32 PM","0:00:01"
"Screen off","11/14/18","5:38:32 PM","0:00:00"
"Screen off (locked)","11/14/18","5:38:20 PM","0:00:12"
"Drive","11/14/18","5:26:48 PM","0:11:32"
"System UI","11/14/18","5:26:46 PM","0:00:02"
"YouTube","11/14/18","5:26:31 PM","0:00:15"
"Google Play Store","11/14/18","5:26:26 PM","0:00:06"
"System UI","11/14/18","5:26:24 PM","0:00:01"
"YouTube","11/14/18","5:26:21 PM","0:00:04"
"System UI","11/14/18","5:26:20 PM","0:00:01"
"YouTube","11/14/18","5:26:17 PM","0:00:04"
"System UI","11/14/18","5:26:16 PM","0:00:01"
"YouTube","11/14/18","5:26:11 PM","0:00:05"
"Samsung Experience Home","11/14/18","5:26:10 PM","0:00:01"
"Google Play Store","11/14/18","5:25:47 PM","0:00:22"
"YouTube","11/14/18","5:25:45 PM","0:00:03"
"Google Play Store","11/14/18","5:24:45 PM","0:00:59"
"Samsung Experience Home","11/14/18","5:24:44 PM","0:00:01"
"YouTube","11/14/18","5:24:38 PM","0:00:06"
"System UI","11/14/18","5:24:34 PM","0:00:04"
"Drive","11/14/18","5:22:51 PM","0:01:43"
"System UI","11/14/18","5:22:48 PM","0:00:03"
"YouTube","11/14/18","5:22:25 PM","0:00:24"
"Samsung Experience Home","11/14/18","5:22:23 PM","0:00:01"
"Cyberoam iAccess","11/14/18","5:22:22 PM","0:00:01"
"System UI","11/14/18","5:22:20 PM","0:00:01"
"WhatsApp","11/14/18","5:22:08 PM","0:00:13"
"System UI","11/14/18","5:22:05 PM","0:00:03"
"Drive","11/14/18","5:18:32 PM","0:03:33"
"System UI","11/14/18","5:18:30 PM","0:00:02"
"YouTube","11/14/18","5:18:29 PM","0:00:01"
"System UI","11/14/18","5:18:27 PM","0:00:01"
"Instagram","11/14/18","5:18:12 PM","0:00:16"
"Samsung Experience Home","11/14/18","5:18:11 PM","0:00:01"
"YouTube","11/14/18","5:17:30 PM","0:00:42"
"Samsung Experience Home","11/14/18","5:17:29 PM","0:00:01"
"WhatsApp","11/14/18","5:17:28 PM","0:00:01"
"Samsung Experience Home","11/14/18","5:17:24 PM","0:00:04"
"Drive","11/14/18","5:17:23 PM","0:00:01"
"Screen on (unlocked)","11/14/18","5:17:22 PM","0:00:01"
"Screen off","11/14/18","5:17:22 PM","0:00:01"
"Screen off (locked)","11/14/18","5:16:01 PM","0:01:21"
"Drive","11/14/18","5:09:10 PM","0:06:51"
"Samsung Experience Home","11/14/18","5:09:05 PM","0:00:05"
"YouTube","11/14/18","5:08:03 PM","0:01:02"
"Samsung Experience Home","11/14/18","5:07:57 PM","0:00:06"
"YouTube","11/14/18","5:07:36 PM","0:00:20"
"Samsung Experience Home","11/14/18","5:07:35 PM","0:00:01"
"Instagram","11/14/18","5:07:28 PM","0:00:06"
"Samsung Experience Home","11/14/18","5:07:28 PM","0:00:01"
"WhatsApp","11/14/18","5:07:26 PM","0:00:02"
"Samsung Experience Home","11/14/18","5:07:24 PM","0:00:01"
"YouTube","11/14/18","5:06:47 PM","0:00:37"
"System UI","11/14/18","5:06:46 PM","0:00:01"
"Cyberoam iAccess","11/14/18","5:06:40 PM","0:00:06"
"YouTube","11/14/18","5:05:52 PM","0:00:48"
"System UI","11/14/18","5:05:50 PM","0:00:02"
"Samsung Experience Home","11/14/18","5:05:48 PM","0:00:02"
"Cyberoam iAccess","11/14/18","5:05:42 PM","0:00:06"
"Samsung Experience Home","11/14/18","5:05:38 PM","0:00:04"
"YouTube","11/14/18","5:04:49 PM","0:00:49"
"Samsung Experience Home","11/14/18","5:04:48 PM","0:00:01"
"WhatsApp","11/14/18","5:04:43 PM","0:00:06"
"Samsung Experience Home","11/14/18","5:04:41 PM","0:00:02"
"Instagram","11/14/18","5:00:02 PM","0:04:39"
"Screen on (unlocked)","11/14/18","5:00:01 PM","0:00:01"
"Camera","11/14/18","5:00:00 PM","0:00:01"
"Screen on (locked)","11/14/18","4:59:55 PM","0:00:05"
"Screen off (locked)","11/14/18","4:59:46 PM","0:00:09"
"Instagram","11/14/18","4:59:19 PM","0:00:27"
"Samsung Experience Home","11/14/18","4:59:17 PM","0:00:01"
"Instagram","11/14/18","4:56:49 PM","0:02:28"
"Samsung Experience Home","11/14/18","4:56:48 PM","0:00:01"
"Idea Power","11/14/18","4:56:47 PM","0:00:01"
"Samsung Experience Home","11/14/18","4:56:47 PM","0:00:01"
"Twitter","11/14/18","4:56:27 PM","0:00:20"
"Chrome","11/14/18","4:55:57 PM","0:00:30"
"Twitter","11/14/18","4:55:46 PM","0:00:11"
"Chrome","11/14/18","4:55:30 PM","0:00:16"
"Twitter","11/14/18","4:54:10 PM","0:01:20"
"System UI","11/14/18","4:54:09 PM","0:00:01"
"Cyberoam iAccess","11/14/18","4:54:05 PM","0:00:04"
"System UI","11/14/18","4:54:02 PM","0:00:03"
"Twitter","11/14/18","4:53:22 PM","0:00:39"
"Samsung Experience Home","11/14/18","4:53:22 PM","0:00:01"
"Instagram","11/14/18","4:52:52 PM","0:00:30"
"Samsung Experience Home","11/14/18","4:52:51 PM","0:00:01"
"WhatsApp","11/14/18","4:51:59 PM","0:00:53"
"Samsung Experience Home","11/14/18","4:51:57 PM","0:00:01"
"WhatsApp","11/14/18","4:51:21 PM","0:00:36"
"Screen on (unlocked)","11/14/18","4:51:18 PM","0:00:03"
"Screen off","11/14/18","4:51:18 PM","0:00:00"
"Screen off (locked)","11/14/18","4:19:48 PM","0:31:30"
"Screen on (locked)","11/14/18","4:19:19 PM","0:00:29"
"Screen off (locked)","11/14/18","4:19:10 PM","0:00:08"
"Screen on (locked)","11/14/18","4:19:00 PM","0:00:11"
"Screen off (locked)","11/14/18","4:04:57 PM","0:14:02"
"Screen on (locked)","11/14/18","4:04:46 PM","0:00:11"
"Screen off (locked)","11/14/18","4:03:33 PM","0:01:13"
"Samsung Experience Home","11/14/18","4:03:32 PM","0:00:02"
"Twitter","11/14/18","4:03:04 PM","0:00:27"
"Samsung Experience Home","11/14/18","4:03:02 PM","0:00:02"
"Instagram","11/14/18","3:59:51 PM","0:03:12"
"Samsung Experience Home","11/14/18","3:59:49 PM","0:00:01"
"WhatsApp","11/14/18","3:59:46 PM","0:00:04"
"Samsung Experience Home","11/14/18","3:59:44 PM","0:00:01"
