"App name","Date","Time","Duration"
"App Usage","13/11/18","7:30:20 PM","0:00:00"
"Gmail","13/11/18","7:30:04 PM","0:00:16"
"App Usage","13/11/18","7:29:54 PM","0:00:08"
"System UI","13/11/18","7:29:51 PM","0:00:03"
"System launcher","13/11/18","7:29:49 PM","0:00:02"
"Gmail","13/11/18","7:29:39 PM","0:00:10"
"System UI","13/11/18","7:29:38 PM","0:00:01"
"WhatsApp","13/11/18","7:29:37 PM","0:00:01"
"Security","13/11/18","7:29:36 PM","0:00:01"
"System UI","13/11/18","7:29:34 PM","0:00:01"
"Gmail","13/11/18","7:29:26 PM","0:00:08"
"System UI","13/11/18","7:29:25 PM","0:00:01"
"WhatsApp","13/11/18","7:29:22 PM","0:00:02"
"System UI","13/11/18","7:29:21 PM","0:00:01"
"Gmail","13/11/18","7:29:19 PM","0:00:02"
"System UI","13/11/18","7:29:18 PM","0:00:01"
"WhatsApp","13/11/18","7:29:12 PM","0:00:06"
"Security","13/11/18","7:29:10 PM","0:00:01"
"System UI","13/11/18","7:29:09 PM","0:00:01"
"Gmail","13/11/18","7:28:56 PM","0:00:13"
"App Usage","13/11/18","7:28:07 PM","0:00:47"
"System launcher","13/11/18","7:28:03 PM","0:00:04"
"Security","13/11/18","7:28:02 PM","0:00:01"
"WhatsApp","13/11/18","7:27:52 PM","0:00:09"
"Security","13/11/18","7:27:50 PM","0:00:02"
"System launcher","13/11/18","7:27:43 PM","0:00:07"
"Screen on (unlocked)","13/11/18","7:27:42 PM","0:00:01"
"Screen off","13/11/18","7:27:41 PM","0:00:01"
"Screen off (locked)","13/11/18","7:10:44 PM","0:16:58"
"Screen on (locked)","13/11/18","7:10:38 PM","0:00:06"
"Screen off (locked)","13/11/18","7:08:06 PM","0:02:32"
"System launcher","13/11/18","7:08:04 PM","0:00:02"
"WhatsApp","13/11/18","7:07:57 PM","0:00:08"
"Security","13/11/18","7:07:56 PM","0:00:01"
"System launcher","13/11/18","7:07:51 PM","0:00:05"
"App Usage","13/11/18","7:07:01 PM","0:00:50"
"WhatsApp","13/11/18","7:06:35 PM","0:00:26"
"Security","13/11/18","7:06:33 PM","0:00:01"
"App Usage","13/11/18","7:05:47 PM","0:00:46"
"Settings","13/11/18","7:05:46 PM","0:00:01"
"App Usage","13/11/18","7:05:43 PM","0:00:03"
"Screen off (locked)","31/10/18","12:07:51 AM","330:57:52"
"System launcher","31/10/18","12:07:49 AM","0:00:03"
"Clock","31/10/18","12:07:35 AM","0:00:13"
"System launcher","31/10/18","12:07:27 AM","0:00:08"
"WhatsApp","31/10/18","12:06:40 AM","0:00:47"
"Security","31/10/18","12:06:38 AM","0:00:01"
"System launcher","31/10/18","12:06:35 AM","0:00:03"
"Security","31/10/18","12:06:34 AM","0:00:01"
"Cyberoam iAccess","31/10/18","12:06:31 AM","0:00:03"
"Instagram","31/10/18","12:01:55 AM","0:04:35"
"Security","31/10/18","12:01:53 AM","0:00:02"
"System launcher","31/10/18","12:01:52 AM","0:00:01"
"WhatsApp","31/10/18","12:00:04 AM","0:01:48"
"WhatsApp","30/10/18","11:55:15 PM","0:04:48"
"Security","30/10/18","11:55:00 PM","0:00:16"
"InCallUI","30/10/18","11:54:49 PM","0:00:11"
"WhatsApp","30/10/18","11:53:43 PM","0:01:06"
"Security","30/10/18","11:53:41 PM","0:00:02"
"System launcher","30/10/18","11:53:39 PM","0:00:02"
"Cyberoam iAccess","30/10/18","11:53:37 PM","0:00:02"
"Settings","30/10/18","11:53:29 PM","0:00:08"
"Cyberoam iAccess","30/10/18","11:52:59 PM","0:00:30"
"System launcher","30/10/18","11:52:41 PM","0:00:18"
"Screen on (unlocked)","30/10/18","11:52:41 PM","0:00:01"
"Screen off","30/10/18","11:52:40 PM","0:00:00"
"Screen off (locked)","30/10/18","11:40:41 PM","0:12:00"
"System launcher","30/10/18","11:40:37 PM","0:00:04"
"Screen on (unlocked)","30/10/18","11:40:36 PM","0:00:01"
"Screen off","30/10/18","11:40:36 PM","0:00:00"
"Screen off (locked)","30/10/18","10:26:27 PM","1:14:09"
"System launcher","30/10/18","10:26:25 PM","0:00:02"
"WhatsApp","30/10/18","10:25:15 PM","0:01:10"
"Security","30/10/18","10:25:14 PM","0:00:01"
"System launcher","30/10/18","10:25:10 PM","0:00:04"
"Screen on (unlocked)","30/10/18","10:25:10 PM","0:00:00"
"Screen on (locked)","30/10/18","10:25:01 PM","0:00:09"
"Screen off (locked)","30/10/18","10:25:00 PM","0:00:01"
"Screen on (locked)","30/10/18","10:24:49 PM","0:00:11"
"Screen off (locked)","30/10/18","10:23:46 PM","0:01:04"
"System launcher","30/10/18","10:23:36 PM","0:00:09"
"WhatsApp","30/10/18","10:23:17 PM","0:00:20"
"Security","30/10/18","10:23:15 PM","0:00:02"
"InCallUI","30/10/18","10:22:40 PM","0:00:35"
"WhatsApp","30/10/18","10:22:20 PM","0:00:20"
"Security","30/10/18","10:22:18 PM","0:00:02"
"System launcher","30/10/18","10:22:14 PM","0:00:04"
"Screen on (unlocked)","30/10/18","10:22:14 PM","0:00:01"
"Screen off","30/10/18","10:22:13 PM","0:00:00"
"Screen off (locked)","30/10/18","10:19:57 PM","0:02:16"
"System launcher","30/10/18","10:19:54 PM","0:00:03"
"Screen on (unlocked)","30/10/18","10:19:52 PM","0:00:03"
"Truecaller","30/10/18","10:19:51 PM","0:00:00"
"InCallUI","30/10/18","10:19:49 PM","0:00:02"
"Screen on (locked)","30/10/18","10:19:49 PM","0:00:01"
"Screen off (locked)","30/10/18","10:19:12 PM","0:00:37"
"System launcher","30/10/18","10:19:06 PM","0:00:05"
"Screen on (unlocked)","30/10/18","10:19:06 PM","0:00:01"
"Screen off","30/10/18","10:19:05 PM","0:00:00"
"Screen off (locked)","30/10/18","10:15:05 PM","0:04:01"
"System launcher","30/10/18","10:15:00 PM","0:00:05"
"App Usage","30/10/18","10:14:22 PM","0:00:38"
"Package installer","30/10/18","10:14:20 PM","0:00:02"
"App Usage","30/10/18","10:14:11 PM","0:00:09"
"System launcher","30/10/18","10:13:43 PM","0:00:28"
"Screen on (unlocked)","30/10/18","10:13:42 PM","0:00:01"
"Screen off","30/10/18","10:13:42 PM","0:00:00"
"Screen off (locked)","30/10/18","10:13:41 PM","0:00:01"
"System launcher","30/10/18","10:13:36 PM","0:00:05"
"Screen on (unlocked)","30/10/18","10:13:35 PM","0:00:01"
"Screen off","30/10/18","10:13:34 PM","0:00:01"
"Screen off (locked)","30/10/18","10:13:21 PM","0:00:14"
"System launcher","30/10/18","10:13:19 PM","0:00:02"
"Screen on (unlocked)","30/10/18","10:13:18 PM","0:00:01"
"Screen off","30/10/18","10:13:18 PM","0:00:00"
"Screen off (locked)","30/10/18","10:12:50 PM","0:00:28"
"System launcher","30/10/18","10:12:45 PM","0:00:05"
"Cyberoam iAccess","30/10/18","10:12:40 PM","0:00:05"
"System launcher","30/10/18","10:12:32 PM","0:00:08"
"Screen on (unlocked)","30/10/18","10:12:32 PM","0:00:01"
"Screen off","30/10/18","10:12:32 PM","0:00:00"
"Screen off (locked)","30/10/18","10:08:35 PM","0:03:56"
"Screen on (locked)","30/10/18","10:08:25 PM","0:00:10"
"Screen off (locked)","30/10/18","10:00:02 PM","0:08:23"
"System launcher","30/10/18","9:59:25 PM","0:00:37"
"App Usage","30/10/18","9:58:30 PM","0:00:55"
"System launcher","30/10/18","9:58:22 PM","0:00:08"
"Screen on (unlocked)","30/10/18","9:58:21 PM","0:00:01"
"Screen off","30/10/18","9:58:21 PM","0:00:00"
"Screen off (locked)","30/10/18","9:55:06 PM","0:03:15"
"Screen on (locked)","30/10/18","9:54:55 PM","0:00:11"
"Screen off (locked)","30/10/18","9:53:20 PM","0:01:35"
"Screen on (locked)","30/10/18","9:53:09 PM","0:00:11"
"Screen off (locked)","30/10/18","9:52:33 PM","0:00:36"
"Screen on (locked)","30/10/18","9:52:22 PM","0:00:11"
"Screen off (locked)","30/10/18","9:48:12 PM","0:04:10"
"System launcher","30/10/18","9:48:04 PM","0:00:09"
"Screen on (unlocked)","30/10/18","9:48:03 PM","0:00:01"
"Screen off","30/10/18","9:48:03 PM","0:00:00"
"Screen off (locked)","30/10/18","9:46:09 PM","0:01:54"
"Screen on (locked)","30/10/18","9:45:58 PM","0:00:11"
"Screen off (locked)","30/10/18","9:42:26 PM","0:03:32"
"Screen on (locked)","30/10/18","9:42:20 PM","0:00:07"
"Screen off (locked)","30/10/18","9:39:25 PM","0:02:55"
"Screen on (locked)","30/10/18","9:39:14 PM","0:00:11"
"Screen off (locked)","30/10/18","9:38:57 PM","0:00:18"
"Screen on (locked)","30/10/18","9:38:46 PM","0:00:10"
"Screen off (locked)","30/10/18","9:38:31 PM","0:00:15"
"System launcher","30/10/18","9:38:29 PM","0:00:02"
"WhatsApp","30/10/18","9:38:09 PM","0:00:20"
"Security","30/10/18","9:38:08 PM","0:00:01"
"System launcher","30/10/18","9:38:06 PM","0:00:02"
"Screen on (unlocked)","30/10/18","9:38:05 PM","0:00:01"
"Screen off","30/10/18","9:38:04 PM","0:00:01"
"Screen off (locked)","30/10/18","9:38:01 PM","0:00:04"
"Browser","30/10/18","9:37:58 PM","0:00:03"
"Security","30/10/18","9:37:56 PM","0:00:01"
"WhatsApp","30/10/18","9:37:47 PM","0:00:09"
"Security","30/10/18","9:37:44 PM","0:00:04"
"Screen on (unlocked)","30/10/18","9:37:43 PM","0:00:01"
"Screen off","30/10/18","9:37:42 PM","0:00:00"
"Screen off (locked)","30/10/18","9:37:15 PM","0:00:27"
"Browser","30/10/18","9:34:22 PM","0:02:53"
"Security","30/10/18","9:34:21 PM","0:00:01"
"WhatsApp","30/10/18","9:34:17 PM","0:00:04"
"Security","30/10/18","9:34:16 PM","0:00:01"
"Screen on (unlocked)","30/10/18","9:34:15 PM","0:00:00"
"Screen on (locked)","30/10/18","9:34:09 PM","0:00:07"
"Screen off (locked)","30/10/18","9:33:26 PM","0:00:43"
"Screen on (locked)","30/10/18","9:33:11 PM","0:00:15"
"Screen off (locked)","30/10/18","9:33:05 PM","0:00:06"
"System launcher","30/10/18","9:33:02 PM","0:00:03"
"App Usage","30/10/18","9:32:41 PM","0:00:21"
"Settings","30/10/18","9:32:33 PM","0:00:08"
"App Usage","30/10/18","9:32:32 PM","0:00:01"
"Settings","30/10/18","9:32:17 PM","0:00:15"
"App Usage","30/10/18","9:32:03 PM","0:00:13"
"System launcher","30/10/18","9:32:00 PM","0:00:04"
"Package installer","30/10/18","9:31:48 PM","0:00:12"
"System launcher","30/10/18","9:31:46 PM","0:00:01"
"Google Play Store","30/10/18","9:31:09 PM","0:00:38"
"System launcher","30/10/18","9:31:03 PM","0:00:05"
"Screen on (unlocked)","30/10/18","9:31:03 PM","0:00:01"
"Screen off (locked)","30/10/18","9:29:36 PM","0:01:27"
"System launcher","30/10/18","9:29:34 PM","0:00:02"
"WhatsApp","30/10/18","9:28:19 PM","0:01:15"
"Security","30/10/18","9:28:17 PM","0:00:02"
"System launcher","30/10/18","9:27:51 PM","0:00:26"
"Screen on (unlocked)","30/10/18","9:27:50 PM","0:00:01"
"Screen off (locked)","30/10/18","9:14:11 PM","0:13:40"
"System launcher","30/10/18","9:14:05 PM","0:00:05"
"WhatsApp","30/10/18","9:12:20 PM","0:01:46"
"Security","30/10/18","9:12:16 PM","0:00:04"
"WhatsApp","30/10/18","9:12:16 PM","0:00:00"
"Cyberoam iAccess","30/10/18","9:12:13 PM","0:00:03"
"WhatsApp","30/10/18","9:02:13 PM","0:10:00"
"Security","30/10/18","9:02:12 PM","0:00:01"
"System launcher","30/10/18","8:58:10 PM","0:04:02"
"Cyberoam iAccess","30/10/18","8:58:08 PM","0:00:02"
"Settings","30/10/18","8:58:03 PM","0:00:05"
"Cyberoam iAccess","30/10/18","8:57:09 PM","0:00:54"
"System launcher","30/10/18","8:57:07 PM","0:00:01"
"Security","30/10/18","8:57:06 PM","0:00:01"
