"App name","Usage time","Access count"
"YouTube","9:55:00","72"
"Dreame","9:05:24","152"
"WhatsApp","9:04:49","550"
"Wattpad","6:06:43","63"
"Instagram","4:26:26","129"
"Snapchat","2:54:58","227"
"Google","2:31:17","128"
"System launcher","2:25:51","2236"
"Chrome","2:13:57","99"
"WPS Office","1:33:33","43"
"Saavn","1:24:58","137"
"Gallery","1:23:28","162"
"Clock","1:18:14","19"
"InCallUI","0:59:53","116"
"System UI","0:52:54","597"
"Drive","0:37:42","42"
"Pinterest","0:25:49","13"
"Amazon Shopping","0:25:36","15"
"Photos","0:21:20","10"
"Security","0:17:28","845"
"Uber","0:15:30","26"
"Contacts and dialer","0:15:02","86"
"SoundCloud","0:13:48","77"
"Bitmoji","0:12:25","12"
"Google Play Store","0:11:11","15"
"App Usage","0:07:51","18"
"Mi Video","0:06:55","15"
"Myntra","0:06:18","7"
"Settings","0:06:15","42"
"Lite","0:05:31","3"
"Camera","0:05:15","30"
"Hotstar","0:04:59","4"
"AstroSage Kundli","0:04:57","1"
"DAWebmail","0:04:34","17"
"Cleaner","0:03:33","17"
"SHAREit","0:03:13","9"
"Psych!","0:02:24","4"
"Wynk Music","0:01:44","8"
"Prime Video","0:01:39","1"
"Maps","0:01:33","8"
"Gmail","0:01:29","4"
"OlaCabs","0:01:27","5"
"Gaana","0:01:24","9"
"Themes","0:01:18","7"
"Forest","0:01:12","3"
"Messaging","0:01:03","14"
"Xender","0:00:56","2"
"Paytm","0:00:54","2"
"Google Play services","0:00:44","8"
"Package installer","0:00:41","8"
"Notes","0:00:36","2"
"Downloads","0:00:34","11"
"Splitwise","0:00:16","2"
"Calendar","0:00:15","2"
"HTML Viewer","0:00:07","1"
"Music","0:00:07","3"
"Truecaller","0:00:06","3"
"Weather","0:00:05","2"
"Browser","0:00:04","2"
"Call Management","0:00:03","32"
"Mi Remote","0:00:02","3"
""
"Date","Usage time"
"13/11/2018","0:00:31"
"11/11/2018","3:59:45"
"10/11/2018","6:17:52"
"09/11/2018","3:12:08"
"08/11/2018","6:45:01"
"07/11/2018","4:56:01"
"06/11/2018","4:54:33"
"05/11/2018","7:05:33"
"04/11/2018","4:04:52"
"03/11/2018","7:00:37"
"02/11/2018","4:48:21"
"01/11/2018","6:11:45"
"31/10/2018","1:36:24"
""
"Usage history, 13 November 2018 - 31 October 2018"
"Created by App Usage on Tuesday, 13 November 2018, 7:27 pm"
