"App name","Usage time","Access count"
"PUBG MOBILE","58:56:02","238"
"Instagram","16:30:23","247"
"System UI","3:32:17","249"
"WhatsApp","3:26:39","369"
"InCallUI","2:13:13","207"
"System launcher","2:11:55","1780"
"Chrome","1:01:55","99"
"YouTube","0:57:10","9"
"Mini Militia","0:21:51","4"
"Contacts and dialer","0:13:26","111"
"Drive","0:11:53","33"
"Gallery","0:11:38","42"
"App Usage","0:11:21","16"
"File Manager","0:10:36","33"
"Settings","0:08:13","44"
"Camera","0:07:07","26"
"Cyberoam iAccess","0:07:01","89"
"Gmail","0:06:22","18"
"Hotstar","0:05:54","11"
"Clock","0:05:20","20"
"Messaging","0:05:10","14"
"Paytm","0:04:25","12"
"Themes","0:03:31","17"
"Truecaller","0:03:03","94"
"VLC","0:02:29","10"
"Cleaner","0:01:58","16"
"Security","0:01:56","9"
"HTML Viewer","0:01:49","20"
"Downloads","0:01:31","5"
"Flipkart","0:01:15","3"
"Mi Video","0:01:01","4"
"Steam","0:00:55","8"
"Calculator","0:00:54","2"
"Updater","0:00:47","2"
"Hotspot Shield","0:00:46","6"
"Brain Dots","0:00:44","2"
"Calendar","0:00:38","5"
"Browser","0:00:33","18"
"Yellow pages","0:00:11","4"
"Package installer","0:00:11","6"
"Apps","0:00:08","1"
"QualityTime","0:00:08","2"
"Maps","0:00:07","2"
"Facebook","0:00:06","1"
"Scanner","0:00:06","1"
"Mi Drop","0:00:03","4"
"Skype Lite","0:00:03","1"
"Screen Recorder","0:00:03","2"
"Google Play services","0:00:03","4"
"Call Management","0:00:03","45"
"Google","0:00:02","3"
"Notes","0:00:01","4"
"Security Core Component","0:00:01","1"
"SIM Tool Kit","0:00:01","2"
""
"Date","Usage time"
"14/11/18","1:33:38"
"13/11/18","7:31:23"
"12/11/18","3:36:58"
"11/11/18","6:18:25"
"10/11/18","4:30:59"
"09/11/18","9:24:10"
"08/11/18","5:22:05"
"02/11/18","2:53:22"
"01/11/18","9:24:25"
"31/10/18","5:11:07"
"30/10/18","4:01:30"
"29/10/18","6:44:33"
"28/10/18","7:13:54"
"27/10/18","5:18:32"
"26/10/18","8:49:39"
"25/10/18","3:30:18"
""
"Usage history, 14 November 2018 - 25 October 2018"
"Created by App Usage on Wednesday 14 November 2018, 5:53 PM"
