"App name","Usage time","Access count"
"YouTube","7:26:40","72"
"Instagram","6:09:41","173"
"Chrome","3:02:11","101"
"System launcher","2:59:35","1857"
"WhatsApp","2:43:48","239"
"Chain Reaction","2:20:08","58"
"InCallUI","2:11:22","216"
"Paytm","1:33:14","75"
"inshorts","1:17:07","34"
"Gallery","1:11:37","130"
"RTO Gujarat","0:56:17","11"
"Calculator","0:54:26","27"
"WPS Office","0:46:00","27"
"Camera","0:42:33","90"
"App Usage","0:34:33","86"
"Mini Militia","0:34:21","9"
"System UI","0:32:31","767"
"File Manager","0:29:23","38"
"Music","0:26:46","54"
"Clock","0:25:36","55"
"Google Play Store","0:24:37","34"
"DAWebmail","0:21:17","91"
"Word","0:20:23","7"
"Settings","0:18:14","107"
"English Gujarati Dictionary","0:15:14","9"
"Mi Remote","0:15:01","21"
"Hotstar","0:14:08","15"
"ES File Explorer","0:12:13","12"
"Twilight","0:11:43","28"
"Mi Video","0:10:26","22"
"Browser","0:10:03","42"
"Notes","0:09:52","22"
"Xender","0:08:27","12"
"Cyberoam iAccess","0:08:20","163"
"Google","0:07:38","27"
"Contacts and dialer","0:06:29","99"
"Messaging","0:05:55","25"
"Security","0:05:25","160"
"Drive","0:04:11","6"
"Gmail","0:04:08","12"
"Truecaller","0:03:23","62"
"Updater","0:02:49","3"
"UC Browser","0:02:27","10"
"Excel","0:01:42","1"
"HTML Viewer","0:01:39","14"
"Snapseed","0:01:22","2"
"Package installer","0:00:54","23"
"Android Easter Egg","0:00:41","1"
"Wallpaper Carousel","0:00:40","2"
"Adobe Acrobat","0:00:38","3"
"Phone Services","0:00:32","5"
"Files","0:00:27","7"
"Feedback","0:00:19","2"
"System app updater","0:00:16","7"
"Downloads","0:00:15","2"
"Google Play services","0:00:09","5"
"Photos","0:00:08","1"
"Weather","0:00:08","4"
"Call Management","0:00:06","34"
"OlaCabs","0:00:05","5"
"Themes","0:00:05","3"
"Mi Store","0:00:04","2"
"Photo Editor","0:00:04","4"
"Security Core Component","0:00:02","1"
"Google Text-to-speech engine","0:00:01","4"
"Google Play Movies & TV","0:00:01","1"
"QualityTime","0:00:01","1"
"Calendar","0:00:01","2"
"App vault","0:00:00","2"
"SIM Tool Kit","0:00:00","2"
""
"Date","Usage time"
"13/11/2018","4:26:07"
"12/11/2018","4:02:02"
"11/11/2018","3:01:35"
"10/11/2018","2:11:34"
"06/11/2018","1:01:31"
"05/11/2018","4:27:45"
"04/11/2018","2:47:23"
"03/11/2018","5:31:19"
"02/11/2018","3:54:26"
"01/11/2018","3:56:05"
"31/10/2018","6:10:44"
""
"Usage history, 13 November 2018 - 31 October 2018"
"Created by App Usage on Tuesday, 13 November 2018, 7:31 pm"
