"App name","Usage time","Access count"
"Contacts and dialer","11:27:24","94"
"Instagram","7:49:58","176"
"YouTube","3:34:13","31"
"8 Ball Pool","2:31:05","8"
"WhatsApp","2:12:58","241"
"System launcher","1:42:24","1171"
"Facebook","1:41:20","75"
"Chrome","1:30:56","55"
"Hungama","1:10:10","85"
"Mini Militia","1:04:56","2"
"Google","0:42:29","145"
"InCallUI","0:33:42","74"
"System UI","0:32:40","189"
"SWENworld","0:23:00","12"
"WPS Office","0:20:13","6"
"MYBYK","0:15:55","34"
"Browser","0:13:59","42"
"Security","0:13:29","382"
"Badminton League","0:09:29","1"
"Gallery","0:09:18","25"
"Xender","0:09:11","11"
"Paytm","0:08:45","8"
"Flipkart","0:08:04","10"
"Swiggy","0:07:41","5"
"Google Play Store","0:07:27","19"
"Amazon Shopping","0:06:33","11"
"Gmail","0:05:09","13"
"Settings","0:04:18","42"
"SpeedBall","0:04:14","3"
"App Usage","0:04:03","9"
"Koza - Gujarati","0:03:42","21"
"Camera","0:03:05","22"
"CamScanner","0:02:30","7"
"Phone Services","0:02:07","6"
"Snapdeal","0:01:55","5"
"LinkedIn","0:01:46","2"
"Cyberoam iAccess","0:01:41","31"
"instabig repost big photo","0:01:40","9"
"Duo","0:01:23","1"
"Maps","0:01:18","4"
"AudioEffect","0:01:16","1"
"File Manager","0:01:08","8"
"Netflix","0:00:56","2"
"Clock","0:00:45","7"
"Package installer","0:00:44","12"
"Cleaner","0:00:42","2"
"Themes","0:00:42","3"
"Mi Video","0:00:38","3"
"Google Play Music","0:00:35","3"
"Music","0:00:27","3"
"Sky Rusher","0:00:25","1"
"Drive","0:00:22","1"
"Weather","0:00:22","4"
"Mall","0:00:22","3"
"Recorder","0:00:21","2"
"hike","0:00:21","1"
"Updater","0:00:20","1"
"Call Management","0:00:16","38"
"Truecaller","0:00:14","6"
"Messaging","0:00:14","4"
"Google Play services","0:00:13","5"
"Photos","0:00:13","1"
"La Pino'z","0:00:12","1"
"Calendar","0:00:12","4"
"Print Spooler","0:00:09","1"
"Package installer","0:00:07","2"
"TinyTroopers2","0:00:06","2"
"System app updater","0:00:03","1"
"Uber","0:00:02","1"
"Sheets","0:00:02","2"
"Gaana","0:00:01","2"
"HTML Viewer","0:00:01","1"
"Clash Royale","0:00:01","1"
"PharmEasy","0:00:01","1"
"UC Browser","0:00:01","1"
"Coding Schedule","0:00:00","2"
"MyJio","0:00:00","1"
""
"Date","Usage time"
"13/11/18","3:57:55"
"12/11/18","4:25:23"
"11/11/18","6:36:11"
"10/11/18","3:57:30"
"09/11/18","13:20:33"
"08/11/18","2:45:51"
"07/11/18","4:12:49"
"06/11/18","0:42:36"
""
"Usage history, 13 November 2018 - 6 November 2018"
"Created by App Usage on Tuesday 13 November 2018, 8:20 PM"
