"App name","Usage time","Access count"
"YouTube","13:29:54","204"
"Clock","13:04:57","49"
"PUBG MOBILE","6:44:04","131"
"WhatsApp","3:12:30","506"
"Instagram","3:08:35","218"
"World Cricket Championship 2","2:59:00","64"
"InCallUI","2:54:34","295"
"System UI","2:32:32","394"
"System launcher","1:56:32","1315"
"MX Player","1:41:36","43"
"Chrome","1:28:29","97"
"Contacts and dialer","0:41:21","430"
"HTML Viewer","0:36:55","103"
"SonyLIV","0:34:32","17"
"WPS Office","0:32:05","39"
"Settings","0:28:18","270"
"Cyberoam iAccess","0:27:14","306"
"DAWebmail","0:25:51","105"
"Browser","0:23:51","77"
"Drive","0:23:41","74"
"Cricbuzz","0:22:33","77"
"Hotstar","0:18:39","28"
"Telegram","0:16:14","28"
"Facebook","0:14:19","30"
"App Usage","0:11:33","34"
"Explorer","0:11:25","76"
"Udacity","0:07:26","17"
"inshorts","0:07:06","13"
"Gallery","0:06:02","14"
"PhonePe","0:05:40","8"
"Cleaner","0:05:37","10"
"IRCTC Rail Connect","0:05:12","5"
"Camera","0:04:53","38"
"Downloads","0:04:33","22"
"Where is my Train","0:04:07","12"
"Amazon Shopping","0:04:03","6"
"MyJio","0:03:58","7"
"JioCinema","0:03:49","18"
"Google Play Store","0:03:17","8"
"Gmail","0:03:07","5"
"Quora","0:02:43","6"
"Truecaller","0:02:42","95"
"Analytics Vidhya","0:01:58","5"
"Notes","0:01:57","13"
"Phone Services","0:01:20","21"
"Scanner","0:01:09","4"
"Messenger","0:01:08","6"
"Messaging","0:01:06","11"
"JioTV","0:01:03","5"
"Google","0:00:49","22"
"Mi Video","0:00:41","3"
"Codeforces Toolkit","0:00:24","2"
"Security","0:00:23","6"
"Call Management","0:00:23","150"
"Package installer","0:00:18","7"
"Concours","0:00:17","3"
"Google Play Music","0:00:17","1"
"Google Play Games","0:00:16","7"
"Google Play services","0:00:16","6"
"Music","0:00:15","2"
"Twitter","0:00:15","3"
"Narendra Modi App","0:00:11","1"
"Package installer","0:00:10","4"
"SoloLearn","0:00:09","1"
"JioMusic","0:00:08","6"
"Udemy","0:00:06","1"
"Google Play Movies & TV","0:00:05","1"
"Gaana","0:00:05","4"
"TED","0:00:04","1"
"Themes","0:00:03","3"
"Weather","0:00:03","2"
"Screen Recorder","0:00:02","3"
"Apps","0:00:02","2"
"Calendar","0:00:02","1"
"Photos","0:00:01","1"
""
"Date","Usage time"
"14/11/2018","0:00:18"
"05/11/2018","2:10:56"
"04/11/2018","2:00:27"
"03/11/2018","5:03:55"
"02/11/2018","5:14:50"
"01/11/2018","9:51:57"
"31/10/2018","8:28:57"
"30/10/2018","2:11:37"
"29/10/2018","6:39:29"
"28/10/2018","6:01:03"
"27/10/2018","2:27:55"
"26/10/2018","5:52:25"
"25/10/2018","4:47:04"
""
"Usage history, 14 November 2018 - 25 October 2018"
"Created by App Usage on Wednesday, 14 November 2018, 23:24"
